fare_amount,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,hourofday,dayofweek
12.0,1,-74.014821,40.718157,-73.990076,40.744046000000004,19,0
9.0,1,-73.993155,40.752082,-73.97540699999999,40.756707,23,3
16.5,1,-73.98719399999999,40.754239,-74.006419,40.708366,7,0
7.5,1,-73.982747,40.767292,-73.97534,40.783305,0,4
10.5,1,-73.97444916,40.74202347,-73.99172974,40.74913025,12,4
10.5,1,-73.999184,40.734082,-73.980746,40.760133,17,0
49.8,6,-73.78973,40.646752,-73.978503,40.761613,20,1
3.3,1,-73.98735699999999,40.7557,-73.99193199999999,40.754682,14,0
18.9,1,-74.011459,40.707838,-73.975409,40.755488,12,0
10.5,1,-73.993752,40.767101000000004,-73.97150500000001,40.79777,18,0
4.5,1,-73.986805,40.739407,-73.99277,40.730227,13,1
4.9,1,-73.970464,40.78392,-73.980356,40.780626,13,6
13.7,5,-73.965723,40.75452,-74.00411700000001,40.710448,22,3
9.7,1,-73.977137,40.764938,-73.97149399999999,40.797872,22,3
6.1,1,-74.005746,40.740321,-73.990209,40.740787,3,5
8.0,1,-73.99002800000001,40.75653,-73.981607,40.74734,1,5
9.5,1,-74.01397705,40.7131424,-74.00579834,40.74111938,21,3
17.7,1,-73.975995,40.751715000000004,-74.011767,40.704058,2,3
10.0,1,-73.989587,40.772942,-73.981687,40.7531,14,3
10.1,1,-73.981406,40.759721,-73.988219,40.737412,19,2
12.2,2,-74.008036,40.722873,-73.984279,40.7631,16,6
8.5,1,-74.00532532,40.751090999999995,-73.99646759,40.74461746,20,0
3.7,1,-73.95679799999999,40.783545000000004,-73.95263,40.789393,14,4
18.9,1,-74.00786,40.746487,-73.94931,40.77807,13,1
7.5,2,-73.98576,40.76784,-73.978492,40.753512,23,4
14.5,1,-73.968427,40.76487,-73.998927,40.729962,22,1
8.5,1,-73.978926,40.777229,-73.96770500000001,40.793851000000004,23,2
5.5,1,-73.98800200000001,40.770051,-73.98420899999999,40.774503,6,2
23.5,3,-73.99033356,40.718048100000004,-73.86506653,40.73958969,12,6
6.5,1,-74.007635,40.740842,-73.991487,40.732007,18,5
8.5,3,-73.97193909,40.7820816,-73.9617157,40.77344513,20,5
6.5,1,-73.96858,40.75949,-73.96903499999999,40.752175,20,2
7.0,1,-73.98926544,40.75279999,-73.98587036,40.74094772,18,4
13.0,1,-73.96217800000001,40.779119,-73.957275,40.81023,17,0
13.0,1,-73.99414300000001,40.751072,-73.964332,40.777295,23,3
8.1,1,-73.950098,40.690236999999996,-73.922237,40.682937,22,4
9.3,5,-73.955238,40.788563,-73.97503,40.759512,12,5
6.0,1,-73.99871800000001,40.734679,-73.98904399999999,40.726877,11,2
8.5,2,-73.985588,40.727047,-73.99138,40.748971999999995,18,1
15.0,1,-74.015968,40.711321000000005,-73.983684,40.725884,19,6
4.0,1,-73.971875,40.762291999999995,-73.96269699999999,40.758184,18,1
49.8,1,-73.960448,40.761641,-73.786353,40.644329,8,2
20.5,1,-73.953322,40.7913,-73.993972,40.75721,8,3
13.7,1,-73.98975899999999,40.741338,-73.987651,40.732584,21,6
9.7,1,-73.990978,40.750811999999996,-73.959582,40.772268,1,4
39.83,1,-73.874555,40.77411,-74.00475899999999,40.71804,9,3
4.5,1,-73.990619,40.758448,-73.988546,40.769328,16,5
6.1,1,-73.89907,40.74602,-73.920388,40.739585,18,4
5.3,1,-73.980205,40.780623,-73.97644,40.793631,8,3
11.7,1,-74.002907,40.733662,-73.99034300000001,40.745012,8,2
9.5,1,-73.985879,40.758393,-73.987792,40.780255,10,0
4.1,5,-73.999477,40.725115,-73.997982,40.735721999999996,8,3
7.0,1,-73.98224640000001,40.678779600000006,-73.99681854,40.66171265,21,1
4.5,1,-73.99358000000001,40.752286,-73.993925,40.761849,3,5
5.0,1,-73.983238,40.741465999999996,-73.99013000000001,40.735181,16,3
4.5,2,-73.98116,40.764195,-73.983613,40.75982,12,1
12.5,3,-73.990048,40.700763,-73.94439399999999,40.714763,6,0
12.5,1,-73.982737,40.758445,-73.996077,40.725232,17,0
4.5,1,-73.96031500000001,40.761932,-73.96400200000001,40.756815,20,3
10.2,1,-74.00744499999999,40.715634,-74.00005300000001,40.728503,6,2
4.5,1,-73.960852,40.75685,-73.96228,40.762885,14,2
5.5,1,-74.010512,40.713362,-74.00259,40.716905,7,3
15.7,3,-73.98100000000001,40.7628,-74.0068,40.7189,2,6
7.5,1,-73.978078,40.752088,-73.990279,40.74071,23,3
21.7,1,-73.93735,40.758115000000004,-73.93735,40.758115000000004,20,0
5.8,1,-73.990926,40.760909000000005,-74.003139,40.744029,21,6
4.5,1,-73.988417,40.748633,-73.99082,40.755897999999995,22,1
4.1,1,-73.986972,40.755846999999996,-73.984335,40.754979999999996,10,0
5.3,2,-73.970314,40.758885,-73.980651,40.742307000000004,9,6
10.5,1,-73.992127,40.749987,-74.00585,40.724312,8,6
4.9,2,-74.000732,40.720678,-74.008808,40.718955,11,1
3.7,1,-73.988136,40.745719,-73.99150300000001,40.738846,6,4
5.5,2,-73.9930954,40.72793961,-73.98946381,40.7371254,14,6
5.5,1,-73.988427,40.746655,-73.98356,40.749412,14,4
4.5,1,-73.947866,40.775337,-73.955159,40.778416,22,6
7.0,1,-73.977563,40.754077,-73.973702,40.760090000000005,21,1
32.33,1,-73.874662,40.774107,-73.9668,40.765002,1,5
8.5,1,-73.982285,40.773942,-73.977092,40.756239,23,6
11.7,1,-73.992688,40.758278000000004,-73.952451,40.772202,7,0
10.1,2,-73.995863,40.742489,-73.987347,40.728436,19,0
6.5,1,-73.972818,40.765158,-73.984243,40.760022,4,0
5.3,1,-73.966643,40.76412,-73.955737,40.779412,8,1
12.6,1,-73.99871999999999,40.734711,-73.97725,40.782627000000005,21,0
6.1,2,-73.959568,40.769323,-73.963759,40.764325,14,1
6.5,1,-73.97635,40.788282,-73.967223,40.803235,3,3
6.5,1,-73.994382,40.751462,-73.98608,40.757647,15,0
5.3,5,-73.986693,40.751982,-73.980902,40.761782000000004,9,4
8.5,1,-73.982214,40.768406,-73.968448,40.767854,6,6
6.1,1,-74.000527,40.747372,-74.005595,40.726892,4,0
10.1,1,-73.982058,40.731198,-73.99119499999999,40.755833,19,2
9.0,1,-73.955062,40.777555,-73.932248,40.7949,19,4
5.3,1,-73.980209,40.764715,-73.97931899999999,40.757996,1,5
11.0,1,-73.988281,40.734714000000004,-73.969651,40.766037,12,2
16.1,1,-73.98334,40.767078000000005,-73.942388,40.83992,20,3
14.5,2,-73.987652,40.751591999999995,-73.988085,40.720872,13,0
18.0,1,-73.958567,40.784045,-74.005912,40.750948,20,5
24.5,3,-73.9562,40.7788,-74.0163,40.7103,12,6
9.0,1,-74.00268,40.733925,-73.99551,40.716657,22,4
17.7,2,-74.007758,40.740655,-73.98099599999999,40.765882,7,1
18.5,1,-73.955442,40.714092,-73.852395,40.726387,17,3
9.0,1,-73.957596,40.717976,-73.9576,40.744885,22,4
8.0,1,-73.971482,40.75117,-73.987914,40.750966,15,6
4.1,1,-73.979724,40.781293,-73.971277,40.78453,12,1
6.5,1,-74.015192,40.715143,-74.009213,40.710693,10,5
16.83,2,-73.98796,40.754062,-73.956627,40.745962,12,0
6.5,1,-73.98403931,40.74332809,-73.98097992,40.75248337,10,4
25.5,1,-73.874422,40.774062,-73.978298,40.776357,20,4
57.33,3,-73.97985,40.767412,-73.79375999999999,40.644642,12,6
9.5,1,-73.978367,40.761931,-73.98980300000001,40.752441,22,4
3.5,1,-73.971755,40.76032,-73.974724,40.756705,6,1
15.7,1,-73.93987800000001,40.7943,-73.98480699999999,40.766474,10,4
6.1,2,-73.979772,40.762495,-73.99000500000001,40.76065,1,0
6.5,1,-73.990032,40.746995,-73.997025,40.757535,21,6
7.5,1,-73.983498,40.761245,-73.996282,40.745686,12,6
8.1,1,-73.9744,40.760109,-73.95217199999999,40.773140000000005,14,4
4.0,1,-73.96388,40.774027000000004,-73.95997,40.779457,20,3
13.3,2,-73.975573,40.789613,-73.99740200000001,40.742438,19,4
18.0,1,-73.959903,40.773578,-73.972796,40.743629999999996,20,5
7.5,2,-73.993961,40.7247,-73.991456,40.73659,13,4
7.0,2,-73.995805,40.759282,-73.98092,40.760507000000004,15,2
12.0,1,-73.948698,40.773718,-73.982783,40.781615,21,4
14.5,1,-74.00788299999999,40.703425,-73.98865500000001,40.757659000000004,14,3
10.5,3,-73.989285,40.749578,-73.978765,40.751905,14,6
8.1,1,-73.97898,40.764379,-73.977458,40.784269,1,5
6.0,1,-74.008198,40.737982,-73.994612,40.74365,23,0
24.5,2,-73.979242,40.761639,-73.864999,40.770538,18,0
2.9,1,-73.96693,40.803768,-73.968942,40.800937,11,0
5.0,1,-74.00737,40.73307419,-74.00754547,40.74289322,11,0
31.5,1,-73.976862,40.681622,-73.95868,40.780297,9,3
12.5,1,-73.99829865,40.74059677,-74.00858307,40.70523071,5,5
6.5,1,-73.987086,40.741122,-73.975226,40.757577000000005,19,0
10.0,4,-73.98595428,40.75938797,-73.97840881,40.77262878,22,6
12.0,1,-73.954213,40.770337,-73.96841500000001,40.759132,15,5
10.1,1,-73.964395,40.760507000000004,-73.926662,40.772574,12,4
26.9,2,-74.009998,40.705975,-74.0336,40.612878,21,6
6.0,2,-74.002677,40.726575,-73.99313199999999,40.738847,7,5
5.5,1,-73.997212,40.73684,-73.989322,40.747652,22,5
7.3,2,-73.954615,40.77794,-73.972943,40.792745000000004,0,5
4.0,3,-74.001187,40.741707,-73.99510500000001,40.743887,21,4
6.1,2,-73.9709,40.7962,-73.9816,40.7842,7,2
10.0,1,-74.006079,40.741306,-73.98299200000001,40.76294,18,2
8.5,1,-73.95673599999999,40.774941,-73.962703,40.762312,1,3
4.1,6,-73.951307,40.785957,-73.954842,40.778085,18,3
6.5,1,-73.99356,40.742090000000005,-73.99655,40.754962,8,2
5.3,1,-74.00305,40.727778,-73.995417,40.721852,0,5
49.57,1,-73.806962,40.658317,-73.989837,40.775877,22,3
9.3,2,-73.98220500000001,40.774399,-73.97319,40.755744,1,6
6.1,1,-73.955149,40.788683,-73.960673,40.772488,8,1
4.9,1,-73.98573499999999,40.754013,-73.988224,40.759183,9,0
25.5,1,-74.009337,40.71457,-73.95924699999999,40.768357,19,4
4.1,1,-73.977892,40.752247,-73.999913,40.738632,12,1
5.3,2,-73.979917,40.752332,-73.979782,40.761404999999996,12,3
67.5,1,-73.99249300000001,40.724412,-74.183367,40.688117,1,5
17.0,1,-74.005023,40.737315,-73.97682900000001,40.764312,14,1
4.1,2,-73.982698,40.731235,-73.979487,40.742182,13,1
8.9,2,-73.96079,40.778296999999995,-73.93941,40.804212,22,4
4.5,1,-73.971363,40.754653000000005,-73.964258,40.763684000000005,7,1
6.9,2,-73.990425,40.760593,-73.94655,40.781498,21,1
8.5,2,-73.99411011,40.75102997,-73.9826355,40.77153015,19,3
19.5,1,-73.98876800000001,40.727142,-73.99508,40.693165,22,3
15.5,1,-73.99509,40.725127,-73.949457,40.776757,20,5
14.1,1,-73.982671,40.772054,-73.988282,40.727689,2,6
6.5,1,-73.991382,40.751467,-73.97436,40.755062,23,0
5.3,1,-73.994392,40.751203000000004,-73.972484,40.754079,8,3
11.5,1,-73.94804,40.783057,-73.965715,40.758515,8,1
4.5,3,-73.978447,40.785866999999996,-73.977187,40.7785,17,5
4.1,1,-73.95429200000001,40.764125,-73.961417,40.756633,14,4
5.0,1,-73.983671,40.743569,-73.990889,40.750828000000006,18,6
5.0,5,-74.00009,40.738034999999996,-74.00009,40.738034999999996,17,5
13.5,3,-74.014736,40.709598,-73.988403,40.738858,21,5
7.3,1,-74.006737,40.735766999999996,-74.007182,40.748734999999996,20,1
8.9,5,-73.99201500000001,40.7498,-73.977262,40.751652,20,4
7.3,2,-73.99069200000001,40.755965,-73.977423,40.75438,12,1
5.3,1,-73.994815,40.750303,-73.98429300000001,40.759795000000004,7,3
45.0,1,-73.99116,40.745263,-74.005128,40.751578,8,0
5.0,1,-73.99081421,40.74893188,-73.98129272,40.74362564,19,3
8.0,1,-73.958112,40.784690000000005,-73.976265,40.75863,20,2
10.0,1,-73.986675,40.76681,-73.96696,40.789272,19,0
4.5,5,-73.97431800000001,40.762443,-73.97973499999999,40.754847999999996,9,5
6.5,1,-73.980447,40.748527,-73.98839,40.748942,5,2
11.7,1,-73.973272,40.764025,-73.99951,40.74331,7,0
8.9,5,-73.995827,40.744279999999996,-73.971083,40.763723,20,4
8.9,2,-73.985387,40.756393,-74.007453,40.743153,22,4
6.1,2,-73.969982,40.75298,-73.981125,40.73745,17,2
13.5,1,-73.971985,40.749862,-73.987447,40.758202000000004,13,6
5.3,1,-73.95159100000001,40.774291,-73.937399,40.793501,23,5
3.7,1,-73.98263100000001,40.765893,-73.97619300000001,40.761749,11,6
20.0,2,-73.954948,40.769103,-73.991139,40.72784,20,2
6.5,1,-73.96659,40.794146999999995,-73.9648,40.806883,13,2
10.9,2,-73.974835,40.761393,-74.00555899999999,40.722969,18,2
8.5,5,-73.97390747,40.74255371,-73.9778595,40.71279907,13,6
17.5,2,-74.002348,40.729514,-73.953698,40.770759000000005,14,0
7.5,6,-73.954385,40.784262,-73.97268000000001,40.789245,15,0
7.0,1,-74.000265,40.761555,-73.985275,40.768877,17,2
12.1,1,-74.00153900000001,40.732276,-73.95604,40.713963,21,0
6.5,2,-73.97315,40.764727,-73.993083,40.743057,18,0
5.0,1,-73.997394,40.741592,-73.995136,40.750004,11,0
11.3,2,-74.00150699999999,40.724806,-73.973151,40.764137,1,6
12.5,1,-74.004836,40.741957,-73.97318,40.747985,21,1
10.5,1,-73.988762,40.736908,-73.98177,40.76095,10,4
4.5,1,-73.96972656,40.76309204,-73.96509552,40.76567078,20,4
15.0,2,-73.98223877,40.76777267,-73.99237061,40.73567963,11,5
8.0,1,-73.941248,40.792108,-73.94552,40.807645,21,0
8.5,1,-73.95780400000001,40.773494,-73.967834,40.762412,23,6
4.1,2,-73.978402,40.756989000000004,-73.967543,40.753196,2,6
11.7,2,-73.98625799999999,40.720442,-74.017002,40.708872,4,6
6.5,1,-73.964954,40.755718,-73.95208000000001,40.773309999999995,10,2
6.1,1,-74.008133,40.722448,-73.996378,40.737965,3,6
6.0,2,-73.950925,40.779145,-73.962138,40.76389,18,2
26.65,5,-73.966932,40.76085,-73.87090500000001,40.773938,12,4
10.9,2,-74.005495,40.7272,-73.97709300000001,40.71412,20,2
4.5,1,-74.00740814,40.72742462,-73.99938202,40.73379135,20,3
10.5,1,-73.992274,40.724866999999996,-73.971221,40.763314,18,5
11.7,2,-73.96779699999999,40.792446999999996,-73.98656,40.756197,4,6
3.7,1,-73.95875799999999,40.78086,-73.952797,40.781921999999994,14,4
6.1,2,-73.9679,40.766457,-73.97299699999999,40.758332,21,2
4.5,5,-74.003173,40.749666999999995,-74.006552,40.743897,9,5
12.5,1,-73.987165,40.739232,-73.951718,40.772897,22,5
9.3,2,-74.006507,40.743848,-73.977896,40.751932000000004,1,6
11.7,3,-73.976692,40.752165000000005,-73.971835,40.792017,2,6
12.9,5,-73.976922,40.747434999999996,-74.004272,40.707457,16,2
4.9,2,-73.97889599999999,40.76234,-73.969545,40.759469,21,3
10.1,1,-73.99276400000001,40.751834,-73.984706,40.732606,5,6
13.7,1,-73.972117,40.756267,-74.01081500000001,40.713932,20,4
4.9,1,-73.965018,40.757197,-73.970845,40.755115,12,0
9.3,5,-74.006535,40.732165,-73.98231,40.769528,12,5
56.8,1,-73.788072,40.641455,-73.995183,40.763692,0,6
11.5,1,-73.88712,40.827982,-73.915283,40.82966,8,1
12.1,1,-73.981473,40.776102,-73.991268,40.742276000000004,20,6
11.0,3,-73.97927,40.776662,-73.990103,40.751922,19,0
9.3,4,-73.983514,40.773525,-73.952088,40.778056,8,6
57.33,2,-73.784863,40.648578,-73.97829300000001,40.760053000000006,16,3
8.0,1,-73.99072199999999,40.755990000000004,-73.982135,40.773632,15,6
8.1,1,-74.008557,40.732827,-73.990267,40.756316999999996,16,6
3.3,1,-74.006174,40.734746,-74.00295600000001,40.739249,18,5
8.5,2,-73.98876800000001,40.726708,-73.994528,40.743735,14,5
8.1,1,-73.980467,40.73417,-73.964582,40.758272,22,4
6.9,3,-73.984737,40.760908,-73.974314,40.756585,1,4
12.5,2,-73.973038,40.795765,-73.98795799999999,40.761503000000005,15,4
4.1,1,-73.99795,40.745043,-73.988577,40.746173,14,4
9.3,2,-73.987813,40.719923,-73.962477,40.7588,1,6
5.1,1,-73.986722,40.729756,-73.97836600000001,40.734306,10,3
7.3,1,-73.98214300000001,40.764497999999996,-73.965737,40.754289,18,3
7.0,1,-73.92121999999999,40.766785,-73.917742,40.756535,22,5
8.5,1,-73.981773,40.76726,-73.97975500000001,40.765227,6,2
16.5,1,-73.99189799999999,40.756045,-74.0089,40.716002,18,2
22.1,2,-73.9958,40.716352,-73.92024,40.75459,20,0
9.7,5,-74.005062,40.751498,-73.97294000000001,40.750246999999995,21,1
10.0,1,-73.958753,40.809109,-73.981749,40.77943,21,4
8.5,1,-73.9641571,40.76625824,-73.98233795,40.77380753,21,3
27.7,3,-73.949469,40.77684,-73.96114200000001,40.661169,22,1
6.5,1,-74.006191,40.734319,-73.99266,40.738665000000005,14,2
11.7,1,-73.97788299999999,40.763335999999995,-73.9293,40.74041,19,5
8.0,2,-73.99092865,40.74969101,-73.99932861,40.72764587,19,4
8.1,1,-73.993913,40.751663,-74.002422,40.750183,9,0
19.0,1,-73.988401,40.718505,-73.903025,40.703317999999996,14,4
4.5,1,-73.961117,40.80203,-73.958628,40.809017,22,4
6.1,1,-73.98235,40.72783,-73.989961,40.723928,13,5
8.5,1,-73.99381,40.734577,-73.983328,40.73854,17,4
4.1,1,-73.973322,40.764077,-73.96611999999999,40.760045,8,1
6.5,5,-73.986912,40.72592,-74.00035,40.730416999999996,6,4
15.5,1,-73.974052,40.760709999999996,-74.003483,40.726909,20,5
12.0,1,-74.008427,40.711677,-73.989447,40.747357,21,4
3.7,1,-73.97474,40.7557,-73.96940699999999,40.761379999999996,11,6
17.0,1,-73.95784,40.721987,-74.00093000000001,40.738215000000004,20,5
5.5,2,-73.979663,40.754829,-73.985576,40.747314,10,1
9.5,1,-74.005053,40.719676,-73.984252,40.725046,23,3
5.5,3,-73.985252,40.750363,-73.997771,40.75663,20,0
10.0,1,-73.98346,40.749672,-73.95863299999999,40.768812,19,0
9.5,1,-73.975567,40.74329,-73.961712,40.761002000000005,19,1
9.3,5,-73.991123,40.717197,-73.983645,40.726978,23,4
5.3,6,-73.99302,40.741407,-73.983777,40.74374,17,3
8.9,2,-73.982377,40.7751,-73.972325,40.756133,14,6
6.9,2,-73.963757,40.774316999999996,-73.975792,40.782171999999996,16,1
12.0,1,-73.951225,40.770348999999996,-73.977334,40.746831,12,0
6.1,1,-74.005835,40.740282,-73.987735,40.740845,8,3
8.1,1,-73.949898,40.78058,-73.955268,40.765048,12,5
6.1,5,-73.994438,40.744957,-73.9839,40.756318,14,6
5.5,1,-73.983449,40.762684,-73.949729,40.744896000000004,7,1
4.5,1,-73.902091,40.764084999999994,-73.901993,40.764608,14,2
10.1,1,-74.00850600000001,40.766785999999996,-73.99909,40.729902,22,4
9.5,2,-73.98509,40.748340999999996,-73.96937199999999,40.749305,20,5
49.57,1,-73.973295,40.763946999999995,-73.973295,40.763946999999995,2,6
3.5,2,-73.95441,40.784087,-73.955075,40.783162,23,4
49.8,5,-73.976563,40.760690000000004,-73.790653,40.646538,3,3
16.1,5,-73.96836,40.791779999999996,-73.977,40.726087,1,5
4.9,3,-73.982055,40.75145,-73.990493,40.751142,23,1
16.0,1,-73.872007,40.774217,-73.920377,40.745160999999996,9,2
19.0,3,-74.008328,40.72097,-73.97962700000001,40.781282,9,1
7.7,5,-73.981728,40.767447,-73.963837,40.765285,19,1
19.4,1,-73.99235999999999,40.749116,-73.960195,40.656714,0,6
50.0,1,-74.007203,40.72828,-74.00719000000001,40.728282,10,4
4.5,1,-73.959594,40.773738,-73.967653,40.767781,22,5
9.5,5,-73.98379200000001,40.727062,-74.007705,40.712677,22,4
9.5,1,-73.97675323,40.75196075,-73.98484802,40.73263168,18,4
4.0,5,-73.965997,40.758477,-73.969842,40.753332,23,5
23.0,1,-73.954417,40.774547,-73.992645,40.748257,12,6
13.7,1,-73.98995500000001,40.756236,-74.016272,40.710127,0,3
4.1,1,-73.98217199999999,40.782889000000004,-73.973339,40.7853,15,0
10.0,1,-73.985236,40.758493,-73.969833,40.765764000000004,21,4
11.3,2,-73.966269,40.762246999999995,-73.979969,40.789771,7,3
5.3,1,-73.96045600000001,40.761254,-73.955074,40.776754,1,5
20.0,1,-73.984662,40.745812,-73.951513,40.713477000000005,14,4
5.5,1,-73.99027199999999,40.737867,-73.991777,40.731287,15,6
9.5,1,-74.003968,40.747642,-74.013536,40.715652,11,1
21.0,2,-73.981697,40.773333,-73.99993,40.721692,20,2
11.0,1,-74.009987,40.706083,-73.992098,40.690047,20,1
25.5,1,-73.97970500000001,40.776527,-73.958157,40.710652,2,5
5.3,4,-74.00046400000001,40.737766,-74.006473,40.729499,18,1
5.7,2,-73.999827,40.738109,-73.988598,40.738683,6,1
7.5,4,-73.968802,40.712672,-73.994872,40.727967,1,1
2.5,1,-73.782527,40.646837,-73.783062,40.64667,20,2
10.9,2,-73.98791700000001,40.744795,-73.952078,40.777903,20,2
12.1,5,-73.93853,40.795955,-73.973632,40.782825,18,6
4.5,1,-73.847303,40.730228000000004,-73.847303,40.730228000000004,10,1
5.3,1,-73.985146,40.742065000000004,-73.99174599999999,40.726881,8,3
4.5,2,-73.982947,40.744657000000004,-73.990665,40.73482,4,2
8.5,1,-74.00399399999999,40.725485,-73.986958,40.739424,23,2
8.1,1,-73.949771,40.772511,-73.973988,40.784131,14,4
8.1,5,-73.973787,40.747903,-73.997757,40.729177,10,4
5.3,1,-74.002178,40.740199,-73.99085,40.756127,21,6
6.1,1,-73.971772,40.794325,-73.95146,40.786083000000005,3,6
9.7,2,-73.966945,40.793608,-73.939515,40.805243,23,0
6.0,1,-74.00146484,40.739151,-73.99485016,40.75522995,10,6
17.5,2,-74.00627899,40.75123596,-73.98734283,40.70161819,14,0
4.0,1,-73.966096,40.689717,-73.980671,40.690038,3,6
4.9,2,-73.982518,40.767727,-73.98455,40.774855,11,1
4.9,3,-73.978212,40.783233,-73.97301,40.797909999999995,0,0
4.5,6,-73.99235,40.72704,-73.99721,40.72072,17,4
5.0,2,-74.00251,40.750187,-73.989623,40.753777,1,6
6.9,3,-74.00819,40.717012,-73.99627199999999,40.737092,11,6
10.0,1,-73.966248,40.804957,-73.949635,40.83286,19,0
29.7,1,-74.004657,40.723703,-73.864666,40.77026,17,1
4.1,1,-73.999247,40.73916,-74.005542,40.738827,8,1
27.07,1,-73.874514,40.774132,-73.974417,40.792464,17,1
25.0,5,-73.95396,40.787197,-74.006718,40.705677,15,5
5.7,5,-73.971947,40.756612,-73.980003,40.744170000000004,7,2
2.9,5,-73.98691,40.766438,-73.98989,40.761965000000004,0,5
2.5,2,-73.950218,40.779587,-73.950238,40.779571999999995,16,3
10.1,1,-73.94771899999999,40.77925,-73.974165,40.752886,10,4
7.0,1,-73.965325,40.771569,-73.98133399999999,40.770225,18,4
4.5,1,-73.978347,40.788065,-73.982098,40.778195000000004,15,0
9.0,1,-73.95326999999999,40.778307,-73.937042,40.804327,12,2
5.3,1,-73.991423,40.760142,-74.004065,40.742587,1,5
8.5,1,-73.972998,40.761569,-73.973435,40.787083,2,4
15.7,1,-73.947489,40.779317999999996,-73.99344599999999,40.749611,18,5
7.5,1,-73.948877,40.782295,-73.963177,40.760857,22,2
6.5,6,-73.97764000000001,40.755082,-73.965898,40.766162,15,0
5.0,1,-74.004137,40.725245,-74.006633,40.731977,0,4
4.1,1,-73.98570699999999,40.767414,-73.99454200000001,40.761829999999996,6,5
8.5,1,-73.972454,40.794114,-73.957658,40.780349,17,4
17.7,2,-73.956228,40.775818,-74.007388,40.707193,10,1
4.5,1,-74.009922,40.70749,-74.017303,40.70503,23,5
27.54,1,-73.98171997,40.77815628,-73.91316223,40.887821200000005,12,1
10.5,2,-73.9477005,40.77616882,-73.97251129,40.79650879,12,2
3.0,4,-73.967555,40.762972,-73.967207,40.761747,21,6
7.0,2,-73.98817700000001,40.760102,-73.970902,40.759085,2,6
19.5,1,-74.00291,40.728291999999996,-73.954693,40.7656,1,5
7.0,1,-73.982395,40.776998999999996,-73.96595500000001,40.761143,12,2
4.9,2,-73.982011,40.770441999999996,-73.978145,40.778948,11,1
12.5,3,-73.958938,40.777728,-73.99041700000001,40.756113,17,6
4.5,1,-73.973722,40.748059000000005,-73.973275,40.758038,6,4
4.1,2,-73.960002,40.763723,-73.951095,40.772813,2,6
9.0,2,-73.987134,40.749711,-73.979042,40.763215,22,3
28.5,1,-73.863667,40.769727,-73.96440799999999,40.807082,8,1
5.3,6,-73.954297,40.778472,-73.966473,40.769627,17,3
11.0,1,-73.97479200000001,40.76149,-73.991745,40.749932,20,1
5.0,1,-73.95538499999999,40.777012,-73.957051,40.76845,22,1
5.3,3,-73.980013,40.752305,-73.982437,40.762325,9,2
20.0,1,-73.968901,40.752421000000005,-73.96406999999999,40.807635999999995,14,4
13.5,3,-73.997985,40.682871999999996,-74.009077,40.710967,3,6
6.1,4,-73.965127,40.769199,-73.95481099999999,40.783189,13,6
7.3,1,-73.974497,40.736653999999994,-73.978921,40.753355,12,2
6.5,1,-74.00202900000001,40.724311,-73.986166,40.728081,6,1
8.9,5,-73.951937,40.777592,-73.946225,40.800575,20,4
7.0,1,-73.991292,40.765312,-73.98133299999999,40.779232,13,0
5.5,1,-73.977717,40.753335,-73.99096,40.750422,14,3
10.5,2,-73.993882,40.767027,-73.98975,40.752237,0,6
22.5,1,-74.00543976,40.74195099,-73.94735718,40.79618835,20,1
8.0,1,-73.986582,40.759363,-73.988128,40.772197,11,1
11.0,1,-73.95412445,40.76411057,-73.99057007,40.76131821,18,6
6.5,1,-73.996375,40.709142,-73.996375,40.709142,7,3
14.0,2,-73.986684,40.761578,-73.961575,40.780468,19,1
10.5,2,-73.984445,40.760197999999995,-73.978105,40.734159000000005,23,3
5.7,2,-73.979613,40.754802000000005,-73.990587,40.747777,0,3
7.0,1,-73.97525024,40.74144745,-73.96872711,40.75876617,22,5
7.0,3,-74.000909,40.730719,-73.99147099999999,40.749974,9,5
7.7,2,-73.985632,40.757135999999996,-73.97222,40.752368,19,0
12.5,1,-73.972435,40.793982,-73.96611700000001,40.760346999999996,16,2
12.5,2,-73.99897766,40.72535706,-73.98513794,40.7534256,9,5
9.3,5,-73.987667,40.744098,-73.980407,40.775635,12,5
10.5,2,-73.98313,40.743829999999996,-73.963155,40.767585,8,4
10.0,1,-73.99238000000001,40.724207,-73.991742,40.740835,14,3
15.0,1,-73.955663,40.772719,-73.99486999999999,40.726955,17,6
5.3,2,-74.00141500000001,40.72126,-73.993179,40.729901,12,3
9.5,5,-73.950932,40.770742999999996,-73.969425,40.751996999999996,22,4
18.1,1,-74.00656500000001,40.731809999999996,-73.96624200000001,40.790735,20,3
15.5,1,-74.008262,40.738082,-73.983289,40.718936,20,5
5.0,5,-73.98940277,40.77692032,-73.98204803,40.77497864,17,5
10.1,1,-73.966187,40.805696000000005,-73.962019,40.780815000000004,19,2
30.5,5,-73.782657,40.644537,-73.90653499999999,40.656942,19,2
20.5,1,-73.963847,40.808299,-73.967682,40.753206,11,1
11.3,3,-73.97363,40.763552000000004,-73.99834,40.724995,17,6
6.5,5,-73.97450256,40.76214218,-73.977005,40.74983215,12,5
5.3,1,-73.984311,40.774739000000004,-73.975499,40.786865,2,5
5.5,1,-73.990268,40.731442,-73.995207,40.728875,7,4
14.5,1,-73.965779,40.766764,-74.008137,40.745913,17,6
